Electricity_Consumption,SQFT,Number_Workers,Building_Activity,Work_hours,Cooling_Days,Number_desktops,Wall_Construction_Material,Boiler,Own_Type,Climate_Zone
133344,2600,0,13,84,4090,30,1,2,2,5
22516,12000,50,13,168,1050,3,4,2,4,2
1528717,75000,135,8,50,975,350,1,2,2,2
1246450,75000,140,5,60,3930,90,3,2,2,5
1215870,425000,97,5,70,3725,24,3,1,1,4
1151941,174000,20,18,168,1283,5,4,2,1,4
3010585,190000,5,18,168,1450,120,1,1,6,3
2708073,130000,150,13,168,1777,200,1,1,9,4
909704,60000,60,2,50,1844,62,6,1,3,4
506208,150000,76,2,60,1377,4,1,1,9,3
266667,10250,32,23,55,4199,5,2,2,2,5
57664089,230000,35,91,168,1459,15,3,2,1,3
3669830,600000,600,5,40,1467,500,2,2,3,4
1175576,150000,120,5,168,1121,25,2,2,1,3
2102357,58000,60,17,168,1504,12,1,2,2,3
32379703,900000,2750,2,168,1475,3615,3,2,2,3
281382,62000,27,14,55,734,60,1,1,10,2
472232,132000,20,5,50,841,8,3,1,3,3
6144,4000,5,2,40,1493,5,1,2,5,5
530728,37500,41,23,55,719,42,2,2,2,2
4153988,205000,150,25,168,561,50,3,2,2,1
23794,8100,8,5,40,4068,5,3,2,3,5
2707546,200000,35,18,168,3976,25,1,1,1,7
2378147,245000,350,2,66,1409,238,1,1,2,3
1740874,96000,100,18,168,1861,25,3,1,5,4
8447840,420000,215,23,75,699,105,1,2,2,2
2044035,100000,80,25,102,2314,30,3,2,2,4
2121244,305000,750,2,60,1531,375,6,2,2,3
48489,4000,6,13,40,1495,3,4,2,5,3
347357,48500,54,14,40,1117,22,1,1,10,2
7399750,700000,500,2,50,357,500,2,1,8,3
241372,41000,9,12,48,3021,5,2,2,4,5
567470,65000,28,25,80,1018,20,1,2,3,3
246585,20250,20,26,38,3201,7,1,2,10,4
741424,27000,111,2,66,808,50,3,2,3,4
1034057,62000,178,2,54,4024,100,2,2,2,5
41422,2500,2,18,168,1604,30,5,2,9,3
741747,500001,85,5,45,1433,40,2,2,1,3
2688937,235000,110,18,168,1955,110,1,1,4,3
5326976,215000,197,23,75,2002,89,2,1,2,4
2413163,186000,115,25,168,3412,22,1,2,2,5
205147,30000,2,18,168,1727,30,1,2,6,4
345801,62000,38,14,50,1511,10,1,1,5,3
359056,14000,21,23,84,1487,10,3,1,2,4
171203,50000,15,12,105,3219,10,1,2,4,5
2470032,390000,2100,2,50,784,755,1,2,2,2
91344,15250,4,5,60,2507,30,5,2,2,4
975072,86000,26,14,60,594,40,3,1,10,1
36792,8500,4,25,50,2135,3,1,2,2,4
108077,6200,4,2,50,1598,6,1,2,2,3
563771,124000,55,14,86,972,12,1,1,4,2
1888089,39500,50,25,126,4051,15,3,2,3,5
1552826,100000,20,5,168,2723,20,3,1,8,4
45847,8500,2,2,40,1053,5,3,2,2,3
9926364,220000,600,16,168,1806,150,1,1,2,7
500443,84000,125,14,9,806,40,1,1,9,2
537278,17500,26,23,56,251,16,8,2,2,3
2785674,99000,125,25,126,1753,22,3,2,2,2
16068,2200,2,2,40,1010,2,4,2,3,2
43987,15000,1,12,72,1241,2,1,1,4,3
1384417,142000,550,2,60,1570,600,6,1,2,2
1214859,75000,26,23,55,2681,51,1,2,2,4
106204,14000,10,5,60,794,5,3,2,3,2
382705,30000,85,23,52,2275,12,1,2,3,4
24052,2600,0,13,84,955,30,4,1,2,2
763388,460000,20,5,168,1971,35,5,2,2,3
598465,162000,102,14,60,366,151,1,1,10,2
105160,32000,1,13,89,1083,3,1,2,5,2
5001220,270000,70,12,168,1613,50,1,1,4,3
36810,2100,2,15,75,3538,30,1,2,3,5
887281,108000,300,14,80,1645,300,1,2,5,7
1481834,144000,40,14,40,1545,150,1,1,10,3
84945,3100,15,2,50,1806,20,4,2,2,4
19478,6500,1,26,98,1691,30,3,2,5,3
9359,1250,2,12,8,1601,30,4,2,3,3
40969,5000,2,5,48,377,1,5,2,10,2
911096,250000,30,18,168,517,13,1,1,2,7
695373,8700,0,5,168,1613,30,5,2,3,4
906169,77000,40,18,168,1122,25,1,1,5,7
2475788,136000,244,2,60,1605,400,1,1,3,3
6009497,250000,25,18,168,1215,50,3,2,5,3
343930,20000,10,18,168,3270,2,1,2,5,4
683408,49500,8,2,33,1340,12,3,1,4,3
695373,9100,0,1,0,1011,30,1,2,3,2
42397,4650,10,8,50,1053,15,4,2,2,3
645682,56000,30,18,168,529,5,1,2,6,1
4888103,290000,1000,2,76,2035,800,1,1,1,3
179241,63000,44,26,45,531,4,1,2,10,2
1909840,120000,60,5,60,4544,50,2,2,5,5
14335,4000,2,26,60,741,30,4,2,2,2
198723,5100,15,15,70,999,4,6,2,2,2
2254917,150000,115,25,116,999,25,2,1,3,2
4265836,205000,150,25,168,585,75,3,2,2,1
2868500,210000,60,18,168,2038,14,3,1,1,7
22623759,500000,500,16,168,2262,150,1,2,2,7
4546730,146000,450,2,50,4131,400,3,2,1,5
358310,74000,32,14,40,637,30,1,1,9,2
145036,8200,7,8,38,1535,12,1,2,3,2
461285,98000,65,14,50,1477,50,1,1,10,3
1041465,106000,263,2,45,387,200,1,1,1,2
113002,2400,3,6,112,1544,30,1,2,3,3
2207999,182000,750,2,168,2633,400,2,2,10,5
2378418,148000,350,2,65,3798,400,1,2,3,5
1937324,76000,12,13,110,3056,10,2,1,4,5
1183980,200001,75,14,80,654,30,1,1,9,1
10654487,900000,200,18,168,1423,30,6,1,2,7
7696,1050,1,26,168,669,1,1,2,8,1
18703,10000,3,5,50,2036,2,1,2,3,4
326402,210000,20,5,40,342,9,5,2,3,2
75033,25000,4,13,168,1147,15,6,2,9,3
68627,25000,6,26,61,2884,4,1,2,3,4
50640,5001,1,13,15,2185,1,1,2,4,4
126436,3000,7,15,70,1405,3,3,2,3,3
109932,13250,9,7,40,2200,7,1,1,97,7
424756,25500,23,26,55,1651,12,5,2,2,4
7839293,205000,250,16,168,3731,300,1,1,2,7
42739,5500,12,2,46,2077,12,5,2,3,3
372089,35500,15,14,45,2398,45,1,1,4,4
601863,36000,40,91,45,909,2,5,2,2,2
10156644,380000,1478,2,80,3570,1500,2,1,10,5
665152,28000,3,26,120,1057,1,1,2,1,2
88588,8000,3,14,35,291,6,3,2,5,1
2623415,142000,45,25,96,3057,15,3,2,2,5
240263,50000,1,18,168,631,4,1,1,2,7
174120,23000,1,13,66,1611,4,1,2,5,3
20500403,800000,2000,16,168,1930,250,1,1,5,7
662677,146000,5,18,168,1329,5,3,2,5,3
633295,30000,12,18,168,2175,2,8,2,3,7
1731608,170000,20,18,168,4134,60,2,2,9,5
144974,11250,10,2,80,1644,3,1,2,8,3
17435,1600,1,25,50,2064,1,8,2,3,4
13524399,350000,975,2,50,2119,238,1,2,10,4
185122,29000,5,13,24,2209,30,4,2,10,4
588870,50000,45,26,70,3646,20,3,2,2,5
3077119,205000,15,18,168,2374,17,1,2,9,4
203010,140000,5,12,55,2094,10,1,1,4,4
633891,290000,25,5,50,668,3,5,2,2,1
1945018,255000,8,13,60,757,3,1,1,10,2
121316,5000,8,23,51,3767,9,2,2,2,5
317665,8600,30,15,70,1849,4,1,2,10,3
38613,17000,2,26,50,520,30,5,2,10,1
59853,3200,7,5,60,339,6,1,2,3,3
5579419,220000,150,25,168,1714,50,3,2,2,3
4332356,340000,75,18,168,2224,50,1,2,2,7
4017604,164000,45,26,168,2582,54,3,1,8,4
1189878,190000,75,14,70,620,60,1,1,10,1
2891693,148000,115,25,133,983,75,3,2,2,3
1658393,120000,45,2,168,1349,25,1,2,2,3
16167082,900000,1532,2,60,1958,1400,2,1,9,3
704829,140000,17,13,50,2406,4,3,1,10,4
1955992,58000,105,15,65,1877,50,1,1,9,4
9668327,305000,500,2,168,1218,495,3,1,2,3
130472,26000,40,2,168,1196,60,3,2,3,4
841136,60000,300,2,50,1791,80,1,2,2,3
1879332,38500,30,91,50,1519,40,1,2,2,3
230026,8000,28,15,84,4720,2,1,2,2,5
13720,10000,1,12,35,440,1,4,2,4,2
19475965,1800000,500,24,77,680,300,2,2,2,7
2587357,138000,500,2,55,1147,600,2,2,2,2
92617,3900,6,26,98,515,7,1,2,1,2
24382931,800000,2000,16,168,1581,2000,1,1,5,7
484248,29000,20,8,86,1388,20,1,2,3,3
7614208,350000,200,7,168,1470,275,2,1,8,3
293013,24750,16,26,50,2248,4,5,2,3,4
223779,30000,5,13,42,717,12,3,2,5,2
1629418,110000,250,2,62,565,200,1,2,2,2
82792,10000,0,1,0,1135,30,1,2,10,2
634212,65000,60,14,50,1706,181,1,1,10,3
2093715,60000,30,13,150,3649,20,1,2,2,5
17819,5000,4,26,40,1364,30,3,2,3,2
695373,4650,0,5,168,2193,30,5,2,2,4
7244,4000,5,14,10,308,1,4,2,4,1
86079,2600,12,15,168,816,7,1,2,3,2
1170951,44500,200,8,51,1769,200,1,2,2,3
1267548,128000,80,25,66,1598,12,1,1,1,3
15474038,1800000,135,24,70,1671,86,1,2,2,7
148112,31000,10,14,60,2148,50,1,2,10,7
34847,1600,0,26,1,217,30,5,2,10,1
40619,20000,10,12,38,1037,8,1,2,4,2
57741,6000,7,13,52,771,18,1,1,10,3
102093,5001,1,13,168,1698,30,3,2,2,3
2808326,154000,120,14,60,1353,400,2,2,10,4
21881,8000,8,2,45,1260,6,1,2,5,2
1588799,96000,88,23,66,2735,62,5,2,3,4
987773,34000,20,13,61,1482,13,3,2,2,3
11528,3450,2,25,54,797,1,1,1,3,2
23402,10000,0,13,0,1104,30,4,2,5,3
406779,49500,17,14,45,1082,18,1,1,9,2
778932,56000,200,2,45,298,50,8,2,2,3
7385589,440000,100,18,168,1728,50,2,1,2,7
9284171,365000,140,14,60,414,100,1,1,10,2
909057,59000,26,2,80,1705,50,8,2,5,3
305855,27500,12,17,168,421,6,3,1,2,1
2156196,166000,185,2,60,1413,185,2,2,8,3
600675,61000,45,14,60,386,50,3,1,9,2
1289968,94000,20,18,168,734,8,1,2,3,7
162538,12000,1,13,6,3007,30,4,2,2,4
2177225,325000,100,14,100,1198,25,1,1,10,3
314414,150000,20,5,50,842,14,3,1,3,2
6515448,900000,500,7,50,1224,30,3,2,97,7
171907,10000,7,91,45,2693,20,1,2,3,4
813275,80000,42,5,70,2115,20,3,2,2,4
276332,21000,15,14,72,1552,13,1,2,9,3
350859,44000,60,2,45,3380,50,3,2,2,5
61196,20000,3,5,50,1624,1,1,2,1,3
329589,27000,25,18,168,1010,18,4,1,5,2
12087,1500,1,25,55,2620,30,1,2,3,4
676093,90000,70,14,40,3125,70,1,2,9,5
60774,4500,2,25,72,1934,2,1,2,1,3
2476074,83000,91,23,133,937,28,1,1,2,2
436653,4650,15,15,67,2541,2,1,2,1,4
504557,55000,12,5,40,1221,10,2,2,3,2
28256,1950,7,8,61,3726,7,1,2,2,5
74195,2000,4,15,54,497,30,1,2,2,2
1366317,168000,110,14,85,877,20,2,1,10,1
315705,66000,350,2,35,2006,100,3,1,9,4
657561,68000,52,14,50,2029,15,1,2,10,4
227712,63000,44,26,40,989,5,3,1,9,1
3205747,400000,51,17,168,4093,30,3,2,5,5
1005247,92000,75,14,50,972,200,1,1,10,2
2456157,186000,200,8,55,2129,400,3,2,5,4
4047,1450,1,26,20,729,30,5,2,3,2
725356,49000,173,2,70,1314,50,1,1,2,2
22773386,1700000,3500,2,60,3269,3615,8,2,2,7
4596692,200001,150,25,168,2174,75,3,2,2,4
2120,5600,1,5,40,694,30,5,2,3,1
23432897,700000,250,5,168,1883,175,2,1,2,3
59131,2500,2,15,72,733,30,3,2,2,1
3196175,136000,91,23,75,1873,36,1,2,2,4
262630,6600,28,15,74,1483,30,1,2,2,3
4037682,245000,850,2,60,3470,300,1,2,5,5
188106,8800,4,2,40,2014,3,1,2,10,4
173866,72000,6,5,45,1138,4,3,2,2,3
1277224,160000,450,1,168,3812,350,3,2,3,5
132263,5700,12,23,42,1153,9,8,2,2,2
2121263,166000,100,14,60,3445,95,1,1,9,5
695373,3800,0,5,168,1658,30,5,2,3,3
857346,59000,30,13,128,2160,30,1,2,6,4
6690677,215000,95,16,168,2716,167,1,1,5,7
343030,47500,47,14,45,992,60,1,1,10,2
4427091,235000,1000,2,105,1544,700,6,1,10,3
2648680,152000,40,14,40,2265,50,1,1,10,4
1514627,86000,200,2,40,1725,43,1,1,9,3
285948,24500,9,14,40,1720,20,1,1,4,3
6581757,205000,150,25,133,4035,50,3,2,2,5
695373,4000,0,1,0,2038,30,3,2,2,4
11097,2000,5,8,24,903,4,3,2,2,2
80537,3900,6,26,77,3418,4,1,2,2,4
372298,50000,15,12,50,2073,4,1,2,4,4
410072,36000,7,18,168,2129,3,3,2,2,4
19496,6300,2,26,50,222,5,3,2,1,1
140614,2550,10,15,92,560,30,3,2,3,2
591121,150000,8,5,40,2325,3,5,2,2,4
113904,7200,9,8,60,1579,9,4,1,3,3
227536,20250,12,8,51,1464,20,1,2,3,3
87357,15750,20,5,40,2095,25,3,2,2,4
1151745,150000,80,14,50,1833,80,1,1,10,3
139358,6200,5,2,41,1822,5,1,2,2,3
172632,72000,20,5,168,1538,15,3,2,3,3
83349,14250,30,7,40,4314,5,1,2,2,7
121370,11000,40,2,56,683,15,4,2,3,4
701426,82000,65,12,60,1841,20,1,1,4,4
2461059,300000,100,2,60,1089,200,2,1,6,4
3346625,210000,88,18,168,3659,32,2,1,1,5
78622,49000,20,5,60,2425,1,1,2,3,4
40818,15250,4,5,40,2153,2,1,2,3,4
1480237,102000,150,2,50,16,100,6,1,2,1
97470,13000,20,26,58,165,8,3,1,2,2
745742,70000,58,14,40,1433,10,1,2,9,3
8913,2550,10,2,18,1042,30,4,2,5,2
554974,50000,12,13,60,1127,15,3,2,2,2
1419324,144000,15,18,168,1453,10,1,1,2,7
838849,112000,80,14,80,2995,15,2,2,5,5
67438,2500,3,15,98,846,30,8,2,3,2
28564,3000,6,2,40,1052,3,4,2,2,2
252987,12000,6,25,84,759,2,3,2,1,2
1063092,114000,85,14,50,1888,60,2,2,10,4
10789394,315000,80,4,168,1998,50,1,2,9,3
2096559,150000,8,13,80,2606,9,2,1,10,4
64630,6000,13,2,42,1217,14,1,2,5,2
74157,10000,1,5,40,1490,30,5,2,3,3
2251150,285000,500,7,40,154,270,3,1,97,7
201063,6800,13,15,101,80,2,1,2,2,1
49161,2000,2,2,47,1859,6,1,2,1,4
3015450,220000,650,2,168,483,300,1,1,2,1
3041069,460000,350,5,130,1591,30,3,1,1,3
345952,36000,1,5,112,2520,30,3,2,3,4
217603,30000,2,18,168,1684,2,4,1,2,7
4842301,800000,300,14,50,3095,1600,1,1,5,5
7836432,275000,450,4,72,292,400,1,1,5,3
478438,158000,70,14,42,286,75,1,1,6,3
188836,21750,75,2,50,957,50,2,1,5,1
8981181,450000,120,18,168,1296,75,3,2,1,7
1497630,210000,750,2,50,332,30,4,1,8,3
1875737,192000,800,2,60,463,500,6,2,2,2
5729,1400,3,2,45,69,4,1,1,2,1
2073715,300000,205,14,95,620,40,1,1,10,1
15396,4200,4,26,60,881,30,4,2,5,2
41976,8700,0,5,40,3875,30,3,2,3,5
9867004,1800000,1800,2,65,1351,700,6,2,2,7
3469,1600,1,12,4,1346,30,4,2,4,2
6377276,270000,42,17,168,765,70,4,2,5,2
271132,5300,26,15,130,1079,7,1,2,2,2
4525146,600000,1100,2,168,1001,1000,1,1,9,3
108159,15000,2,12,32,3287,3,1,1,4,4
5278,4500,1,26,40,1015,30,1,2,3,2
1724839,52000,45,26,168,2029,50,3,2,2,4
403029,23000,7,18,168,2035,5,1,2,2,4
1964511,83000,45,17,168,706,30,1,2,5,2
43326,5700,10,2,45,794,8,1,2,2,1
17423761,600000,800,16,168,2160,300,1,1,5,7
12658,20000,14,5,98,862,9,5,2,3,2
4041729,245000,470,2,60,956,700,8,2,1,2
199245,30500,3,13,50,1952,2,1,2,10,4
3965129,210000,250,2,60,3306,200,6,2,2,5
4648233,205000,150,25,168,1169,75,3,2,2,3
851894,41000,66,25,77,3660,30,6,2,3,5
723251,66000,12,13,35,1559,30,3,1,10,3
695373,4150,1,5,112,642,30,1,2,1,2
905166,360000,40,5,144,1267,10,2,2,2,3
3465188,375000,40,18,168,2993,200,3,2,9,4
3334466,124000,20,18,168,1745,18,1,1,2,7
2279907,800000,20,5,14,2351,30,2,2,1,4
8145750,1000000,1000,24,74,1825,50,1,2,2,7
2087534,130000,100,2,168,791,50,1,1,10,2
3689187,215000,500,2,125,3612,120,5,2,2,5
695373,10500,0,5,168,1514,30,5,2,3,3
2169342,146000,70,25,126,1760,6,3,2,2,4
1117216,100000,75,5,84,2018,12,3,2,4,5
97500,2500,4,6,32,1541,2,4,1,3,3
2962239,295000,7,18,168,1854,300,1,1,9,4
2157108,210000,40,18,168,2234,10,1,1,3,7
16851,2000,5,8,24,604,4,4,2,3,2
5446,1200,3,26,44,1898,30,5,2,3,3
181787,9000,5,13,93,1958,6,4,2,3,3
4266992,144000,50,18,168,1599,29,1,1,3,7
1147767,130000,62,14,80,1533,150,2,2,9,7
9813693,700000,400,18,168,3679,25,1,1,2,7
78786,6800,1,12,30,1168,30,1,2,4,2
1097048,375000,82,5,48,1176,50,2,2,1,3
2736184,160000,125,14,168,1404,367,1,1,6,7
132999,22000,6,5,55,3159,8,5,2,3,4
3832034,150000,115,23,80,899,36,3,2,2,2
615232,110000,100,14,50,675,96,1,1,10,1
15115473,1000000,1800,16,168,642,1500,1,1,2,7
6256294,365000,400,16,168,631,999,1,1,5,7
901108,100000,5,18,168,1633,5,1,2,5,3
2163083,37500,28,13,168,2113,3,1,2,6,5
4264193,200000,115,25,168,2433,50,3,2,2,4
12733500,300000,70,11,168,1306,20,8,2,2,2
926266,70000,15,18,168,700,9,1,2,3,7
1215860,112000,30,18,168,1512,5,1,2,3,4
2043467,108000,84,14,68,2346,100,3,2,9,4
35292,10000,4,12,40,1176,30,1,2,4,2
13456443,600000,700,16,168,865,300,1,2,5,7
4724215,205000,150,25,100,507,12,1,1,2,2
30641989,1000000,3000,16,168,3957,2000,3,1,97,7
1744564,134000,20,18,168,526,12,1,2,3,2
783070,66000,18,14,119,547,15,3,2,9,7
90438357,1800000,7500,2,168,1486,3615,7,1,2,7
9421566,500001,200,24,77,953,150,1,1,1,7
1107955,172000,55,14,50,1201,40,1,1,4,3
148320,12000,5,13,54,1029,2,1,2,5,2
854480,61000,15,18,168,242,8,1,2,1,7
255145,37000,55,5,50,3806,10,5,2,2,5
772865,87000,75,14,70,1595,50,1,2,4,7
3889606,365000,1100,8,72,59,1000,2,1,5,3
5333690,205000,150,25,126,3483,50,3,2,2,5
87424,14000,0,12,6,2259,2,1,2,4,3
997196,48000,180,2,168,1046,200,3,2,3,2
829723,28000,110,8,168,780,30,1,2,2,2
54165,1700,3,25,91,1418,30,1,2,3,3
866072,31000,96,8,168,2200,80,2,1,3,4
640992,31000,11,13,71,1226,50,1,1,10,2
166056,210000,12,5,60,1175,5,2,2,2,2
695373,100001,0,1,0,1789,30,6,2,2,4
148195,14000,4,13,45,1708,1,3,2,3,3
3578350,290000,1200,2,168,1429,750,1,1,2,2
701317,89000,178,2,45,519,178,1,1,10,2
178812,14500,22,2,50,1751,10,1,2,2,4
896982,120000,150,18,168,917,200,1,2,6,2
4705088,240000,150,25,126,4702,50,3,2,2,5
1392168,60000,10,13,98,3153,5,3,2,2,5
157862,5000,5,25,91,3103,8,1,2,2,4
103706,6000,9,8,32,2286,9,1,2,2,3
3271423,168000,51,14,104,3988,95,1,2,9,7
242222,60000,10,13,70,1170,10,1,1,4,2
113585,2900,4,15,84,3430,30,1,2,2,5
2926918,156000,470,2,55,3946,420,7,2,2,5
1042617,55000,25,2,168,3015,30,1,2,8,4
3065241,280000,200,14,60,4116,174,1,2,10,5
110788,52000,12,5,40,618,8,3,2,1,1
74956,9500,18,2,55,931,13,1,2,3,2
17587092,800000,2000,16,168,1334,1000,3,2,5,7
1886278,53000,35,11,168,2078,24,2,2,3,4
322746,14000,21,23,51,659,12,4,2,2,2
3574946,275000,487,2,60,1337,70,1,2,8,3
112307,10000,2,18,168,460,30,1,2,6,4
16338637,600000,1200,2,168,1663,800,3,1,2,3
59125,6400,20,8,75,702,5,1,2,3,2
64083,2600,12,25,168,2019,8,5,2,3,4
3859318,250000,300,14,85,1585,600,1,1,9,7
1547017,250000,175,14,45,634,350,1,1,10,2
5290454,200000,150,18,168,937,50,1,1,2,7
65763,3500,6,15,14,2262,30,1,2,3,4
587460,94000,800,2,40,1076,270,1,1,1,3
352804,15000,40,8,64,1999,15,1,2,2,3
15825890,700000,1100,16,168,1333,1000,1,1,5,7
24101,8500,1,5,50,3136,2,8,2,3,4
1976248,200001,125,14,40,1304,300,1,1,10,3
1850650,60000,7,14,105,1916,25,1,1,6,7
999988,52000,105,2,168,1441,100,1,2,6,3
120177,11250,16,23,55,1038,10,1,2,2,2
478875,7500,20,6,168,1335,12,1,2,3,3
5323,4800,1,12,3,1606,30,4,2,4,2
1944714,152000,800,2,7,1026,200,6,1,3,2
8804046,700000,1532,2,60,265,750,5,1,10,4
7671141,380000,184,23,75,1981,87,1,2,1,4
3217101,410000,100,5,168,554,28,3,1,3,1
22364,1600,3,12,20,1744,4,1,2,3,3
10868489,295000,47,23,99,1607,80,1,2,2,3
98762,44500,11,5,65,469,30,3,2,3,2
661568,33000,15,13,168,923,10,1,2,10,2
481650,32500,55,2,45,1681,55,1,1,1,4
9159,2400,0,13,12,2371,30,5,2,3,4
2074242,250000,175,14,40,1183,75,3,1,9,3
68617,2500,14,8,41,469,12,1,2,1,1
669732,78000,44,14,50,1702,70,1,1,9,3
25981,3000,4,26,65,689,3,3,2,3,2
5513291,205000,100,25,168,2163,75,3,2,2,4
60638,8000,8,12,40,1476,2,3,2,3,3
927793,100000,30,12,40,1859,4,1,1,4,3
1210049,126000,300,2,50,1162,250,1,1,2,3
16415,2300,5,26,50,1543,30,5,2,3,4
5839296,225000,150,25,168,3619,75,3,2,2,5
4352413,200000,80,16,168,764,60,1,1,3,7
70950,24500,7,14,105,684,5,1,1,4,2
2963923,192000,40,7,168,1108,20,3,1,10,3
19905725,1500000,2500,2,168,1366,1500,1,1,1,7
223278,39000,4,13,50,1889,40,1,2,5,4
3472290,126000,50,6,168,1155,25,1,2,2,2
27646,2200,5,8,40,446,11,1,2,2,1
39822,15000,8,25,74,240,10,3,2,3,1
5945441,300000,250,16,168,79,300,1,1,5,7
259200,18000,25,8,30,3218,15,1,2,5,4
1915572,81000,96,23,75,2286,15,3,2,2,4
33947,3100,1,26,70,283,30,5,2,3,1
1218959,154000,400,2,50,1190,330,8,1,2,4
6451,9600,1,5,70,2946,1,5,2,2,5
66127,3700,0,7,0,565,2,5,2,5,1
2395379,138000,40,91,80,1134,30,5,2,2,2
225142,45500,50,14,60,1391,80,3,1,10,3
1580,5500,2,26,55,700,30,5,1,3,1
4551900,205000,150,25,168,2063,75,3,2,2,4
274528,28000,25,14,45,650,30,1,1,5,1
439322,35500,2,25,58,2116,30,3,2,1,4
7441035,350000,350,7,45,1762,100,1,2,97,7
3162875,305000,800,2,62,999,250,1,1,2,1
7855089,305000,600,2,60,1569,10,2,1,2,3
279949,76000,8,12,68,3126,8,1,2,4,5
2052238,250000,120,14,35,327,200,1,2,10,3
207266,57000,75,5,40,1773,40,2,2,2,3
19210876,500001,1643,16,168,4108,200,1,1,2,7
1708557,310000,700,13,168,1790,125,2,1,2,3
540222,106000,180,2,54,1437,200,1,2,3,4
695373,5100,2,5,168,3473,30,5,2,3,4
1220064,120000,140,14,83,1380,200,1,1,5,7
300775,132000,7,12,48,1504,12,5,2,4,4
5919,2100,2,2,40,2575,2,1,2,3,5
267520,112000,85,5,50,4217,50,2,2,1,5
659847,60000,205,2,90,1030,80,1,2,5,2
5850792,415000,300,14,95,1387,300,1,2,9,7
957644,93000,55,14,60,1681,80,1,1,9,3
8081,4050,3,13,42,835,1,1,2,3,2
1116614,36000,263,2,55,1213,50,1,2,3,3
490049,50000,30,14,45,1043,200,1,1,10,2
2686628,136000,164,23,71,2484,48,1,1,2,4
431324,150000,35,14,40,2197,100,1,2,10,4
11891,6100,0,26,168,1972,30,1,2,10,4
14954590,500001,1200,16,168,2580,800,5,1,5,7
3482153,156000,200,25,168,687,50,3,2,3,2
19213,5000,6,13,56,4224,3,2,2,10,5
4854339,500001,1000,24,84,1008,60,1,1,2,7
26086352,600000,550,16,168,638,1000,2,1,4,7
11825,2500,1,12,14,1673,2,3,1,3,3
2107565,80000,150,16,168,778,100,1,2,2,7
302228,46000,4,25,168,2172,3,1,2,3,4
36,7000,0,91,87,2290,30,5,2,3,4
4592981,186000,200,25,168,1604,75,3,2,3,3
4107460,200000,15,13,112,747,25,2,1,5,2
105237,7200,15,2,35,1884,9,1,2,3,4
5450414,150000,600,2,168,1256,700,2,2,2,3
5823525,370000,1350,2,69,1945,2000,6,2,5,3
73051,8400,17,2,45,1088,17,1,2,3,4
1032330,100000,10,18,168,846,5,1,1,2,7
618575,200000,45,5,40,415,3,3,2,1,3
1052809,93000,55,14,60,2265,243,3,1,10,4
62809,1500,2,18,168,1283,1,1,2,3,2
40221,6000,15,12,6,3210,30,3,2,4,4
11899,1800,3,8,27,2927,2,1,2,3,5
609147,170000,100,14,35,1282,354,1,1,10,3
31684,13250,9,7,168,2550,3,1,2,10,4
6829534,200000,450,8,76,1936,1000,1,2,5,3
1161962,126000,125,14,68,1010,367,1,1,9,2
62146,7800,28,5,12,1971,3,1,2,4,3
2652595,124000,45,25,84,4156,7,2,2,1,5
597636,56000,15,18,168,836,5,1,1,2,7
15454143,400000,1000,16,168,955,1600,1,2,97,7
472486,40000,20,14,70,1211,200,1,1,5,7
2609111,475000,70,5,90,1357,7,3,2,2,4
887836,81000,90,23,42,2063,31,8,2,2,4
1265484,245000,85,14,35,316,150,1,1,10,3
1840349,330000,100,13,12,1043,200,1,1,2,2
32028,1200,1,2,54,1731,30,6,2,1,4
5705120,210000,220,16,168,2449,50,1,1,5,7
11738721,500001,450,16,168,2752,250,8,2,97,7
273325,34000,26,14,64,1229,5,1,2,10,2
2963456,245000,250,14,168,1556,550,1,1,5,7
151709,130000,42,5,50,1459,15,2,2,3,4
6264,4500,0,5,112,1925,30,5,2,2,3
360361,85000,37,14,40,372,50,3,1,9,1
545911,58000,50,14,60,1418,75,1,1,10,3
1620265,96000,142,23,51,3723,177,8,2,5,5
2844337,154000,30,18,168,2180,13,1,1,2,7
89551,36000,6,26,72,1080,2,5,2,2,2
10812403,500001,160,11,168,648,40,5,2,2,2
238041,15000,16,15,50,2209,3,8,2,3,4
1095740,108000,70,14,80,1489,10,1,1,10,3
10548179,215000,300,14,120,1031,100,1,1,9,7
173800,90000,40,5,40,1764,40,2,2,3,4
1102524,102000,300,14,50,1410,200,1,1,8,3
23953,5000,4,26,40,3702,1,3,2,3,5
6481173,435000,582,2,66,4350,580,6,2,9,5
5224541,230000,65,11,70,3822,9,3,2,2,5
65436,6400,2,15,80,1269,1,4,2,5,2
28177,3500,5,15,98,337,1,3,2,3,2
1581628,420000,160,2,60,871,75,6,1,8,2
44375,2800,2,13,6,3437,30,4,2,2,4
302392,12750,20,15,84,647,3,4,2,2,1
950637,39000,35,2,65,1137,22,1,2,3,3
1764916,100000,20,18,168,2179,10,2,2,3,4
302694,34000,10,17,168,918,30,1,1,2,2
243263,50000,36,5,40,2336,9,1,2,3,4
288591,44000,48,14,60,786,30,3,1,9,2
2538807,100001,250,4,168,1461,60,2,2,1,4
3801403,285000,350,2,168,2151,300,1,2,2,4
920815,108000,117,14,45,950,181,3,1,9,2
439459,35000,105,26,46,3866,5,1,2,8,5
135308,37000,27,5,65,1757,16,3,1,2,3
4944031,225000,100,18,168,4509,25,3,2,1,7
648933,88000,6,18,168,1745,3,3,1,3,7
